,id,precio,geom,numfotos,planta,precioinfo,tipo_propiedad,tamaño_m2,es_exterior,n_habitaciones,n_baños,direccion,provincia,municipio,distrito,pais,barrio,estado,tiene_ascensor,parking,precio_m2,tipo_detalle,texto_sugerido,codigo_distrito
0,108613702,600000.0,0101000020E610000097BA75487BAD0DC046E5CBB0F6354440,5,5.0,"{'price': {'amount': 600000.0, 'currencySuffix': '€'}}",flat,58.0,True,2,1,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,good,False,,10345.0,{'typology': 'flat'},,
1,108458545,890000.0,0101000020E610000006A799492FA50DC0C564BB8CAC354440,38,3.0,"{'price': {'amount': 890000.0, 'currencySuffix': '€'}}",flat,104.0,False,3,2,"CL PRECIADOS, 23",Madrid,Madrid,Centro,es,Sol,good,True,,8558.0,{'typology': 'flat'},,
2,109676392,960000.0,0101000020E610000002D9EBDD1F9F0DC03AED84F299354440,13,2.0,"{'price': {'amount': 960000.0, 'currencySuffix': '€'}}",flat,119.0,True,3,2,Paz,Madrid,Madrid,Centro,es,Sol,good,False,,8067.0,{'typology': 'flat'},,
3,110289316,1299000.0,0101000020E61000007BB5EDC561BA0DC0773D87E8C6344440,32,4.0,"{'price': {'amount': 1299000.0, 'currencySuffix': '€'}}",penthouse,148.0,True,3,2,calle de Manzanares,Madrid,Madrid,Arganzuela,es,Imperial,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8777.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
4,110239661,1395000.0,0101000020E610000071C4FFC2976E0DC0436271EE65324440,48,7.0,"{'price': {'amount': 1395000.0, 'currencySuffix': '€'}}",penthouse,217.0,True,3,2,"calle Ariel, 4",Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6429.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
5,110138264,1395000.0,0101000020E6100000381DB74E12710DC0807566CC6E324440,50,7.0,"{'price': {'amount': 1395000.0, 'currencySuffix': '€'}}",penthouse,194.0,True,3,2,calle Ariel,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7191.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
6,110228707,990000.0,0101000020E610000001892650C4A20DC078DCA62ECF334440,46,7.0,"{'price': {'amount': 990000.0, 'currencySuffix': '€'}}",penthouse,144.0,True,3,3,paseo de las Acacias,Madrid,Madrid,Arganzuela,es,Acacias,renew,True,,6875.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
7,109432284,499000.0,0101000020E6100000E316F37343C30DC09E730179C0344440,36,,"{'price': {'amount': 499000.0, 'currencySuffix': '€'}}",flat,93.0,True,2,2,"calle de Moreno Nieto, 16",Madrid,Madrid,Arganzuela,es,Imperial,good,True,,5366.0,{'typology': 'flat'},,
8,110169833,680000.0,0101000020E61000009F7D9BB45F8D0DC0EA89F89859324440,18,3.0,"{'price': {'amount': 680000.0, 'currencySuffix': '€'}}",flat,131.0,True,4,1,plaza de la Beata María Ana de Jesús,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,5191.0,{'typology': 'flat'},,
9,110187092,1395000.0,0101000020E61000006371491F046E0DC0345310F230324440,74,7.0,"{'price': {'amount': 1395000.0, 'currencySuffix': '€'}}",penthouse,217.0,True,3,2,calle Ariel,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6429.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
10,109953731,950000.0,0101000020E6100000C5AEEDED96B40DC0F7B1DD98F9334440,39,4.0,"{'price': {'amount': 950000.0, 'currencySuffix': '€'}}",flat,119.0,True,4,2,calle de Santa Casilda,Madrid,Madrid,Arganzuela,es,Imperial,good,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 30000.0, 'isParkingSpaceIncludedInPrice': False}",7983.0,{'typology': 'flat'},,
11,109919651,675000.0,0101000020E6100000F2CC70A8848C0DC071CB4752D2324440,47,2.0,"{'price': {'amount': 675000.0, 'currencySuffix': '€'}}",flat,112.0,True,4,2,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,renew,True,,6027.0,{'typology': 'flat'},,
12,110149281,475000.0,0101000020E6100000FE5767C6EC960DC0ADDC0BCC0A334440,30,6.0,"{'price': {'amount': 475000.0, 'currencySuffix': '€'}}",flat,78.0,False,3,1,calle de Jaime el Conquistador,Madrid,Madrid,Arganzuela,es,Chopera,renew,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6090.0,{'typology': 'flat'},,
13,110371185,475000.0,0101000020E6100000A21D818989970DC0375C9A1194334440,32,6.0,"{'price': {'amount': 475000.0, 'currencySuffix': '€'}}",flat,78.0,False,3,1,calle de Tarragona,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,6090.0,{'typology': 'flat'},,
14,110160126,985000.0,0101000020E6100000F34E4F690EAA0DC0AB64B61AC8324440,41,6.0,"{'price': {'amount': 985000.0, 'priceDropInfo': {'formerPrice': 1037000.0, 'priceDropValue': 52000, 'priceDropPercentage': 5}, 'currencySuffix': '€'}}",flat,100.0,True,2,2,paseo de las Yeserías,Madrid,Madrid,Arganzuela,es,Acacias,good,True,,9850.0,{'typology': 'flat'},,
15,110161062,679000.0,0101000020E6100000D5F5FA496B920DC042AB387AA1334440,55,1.0,"{'price': {'amount': 679000.0, 'currencySuffix': '€'}}",flat,122.0,True,3,2,calle de Canarias,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,5566.0,{'typology': 'flat'},,
16,107515863,693350.0,0101000020E6100000B1F7E28BF6880DC04DD136A38B324440,54,1.0,"{'price': {'amount': 693350.0, 'currencySuffix': '€'}}",flat,120.0,True,2,2,"calle Alejandro Ferrant, 26",Madrid,Madrid,Arganzuela,es,Delicias,newdevelopment,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 25000.0, 'isParkingSpaceIncludedInPrice': False}",5778.0,{'typology': 'flat'},,
17,107515630,790000.0,0101000020E6100000B1F7E28BF6880DC04DD136A38B324440,56,,"{'price': {'amount': 790000.0, 'currencySuffix': '€'}}",flat,153.0,True,3,2,"calle Alejandro Ferrant, 26",Madrid,Madrid,Arganzuela,es,Delicias,newdevelopment,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 25000.0, 'isParkingSpaceIncludedInPrice': False}",5163.0,{'typology': 'flat'},,
18,107515966,693700.0,0101000020E6100000B1F7E28BF6880DC04DD136A38B324440,47,5.0,"{'price': {'amount': 693700.0, 'currencySuffix': '€'}}",flat,103.0,True,2,2,"calle Alejandro Ferrant, 26",Madrid,Madrid,Arganzuela,es,Delicias,newdevelopment,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 25000.0, 'isParkingSpaceIncludedInPrice': False}",6735.0,{'typology': 'flat'},,
19,108627564,539000.0,0101000020E610000076F97BCE82950DC0C8B7D2C66C334440,15,5.0,"{'price': {'amount': 539000.0, 'currencySuffix': '€'}}",flat,64.0,True,1,1,"Tarragona, 1",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,newdevelopment,True,,8422.0,{'typology': 'flat'},,
20,109300960,600000.0,0101000020E6100000300DC347C4940DC0F827A72CF9324440,21,2.0,"{'price': {'amount': 600000.0, 'priceDropInfo': {'formerPrice': 615000.0, 'priceDropValue': 15000, 'priceDropPercentage': 2}, 'currencySuffix': '€'}}",flat,97.0,True,3,2,calle de la Batalla del Salado,Madrid,Madrid,Arganzuela,es,Delicias,good,True,,6186.0,{'typology': 'flat'},,
21,108627649,799000.0,0101000020E610000076F97BCE82950DC0C8B7D2C66C334440,15,6.0,"{'price': {'amount': 799000.0, 'currencySuffix': '€'}}",flat,95.0,True,2,2,"Tarragona, 1",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 35000.0, 'isParkingSpaceIncludedInPrice': False}",8411.0,{'typology': 'flat'},,
22,109895689,905000.0,0101000020E6100000F11AAA189D920DC0A15F00868A314440,56,9.0,"{'price': {'amount': 905000.0, 'priceDropInfo': {'formerPrice': 920000.0, 'priceDropValue': 15000, 'priceDropPercentage': 2}, 'currencySuffix': '€'}}",flat,129.0,True,2,2,calle Teresa López Valcárcel,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7016.0,{'typology': 'flat'},,
23,109767900,650000.0,0101000020E6100000566BBCCF4C8B0DC0BA635694B7324440,8,1.0,"{'price': {'amount': 650000.0, 'currencySuffix': '€'}}",flat,89.0,True,2,2,"Juan de Vera, 13",Madrid,Madrid,Arganzuela,es,Delicias,newdevelopment,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7303.0,{'typology': 'flat'},,
24,109987807,630000.0,0101000020E6100000566BBCCF4C8B0DC0BA635694B7324440,8,6.0,"{'price': {'amount': 630000.0, 'currencySuffix': '€'}}",penthouse,84.0,True,1,1,"Juan de Vera, 13",Madrid,Madrid,Arganzuela,es,Delicias,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7500.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
25,109929817,385000.0,0101000020E6100000CCC7FF2E7D990DC03981446EE1324440,26,4.0,"{'price': {'amount': 385000.0, 'currencySuffix': '€'}}",flat,44.0,True,1,1,calle de Torres Miranda,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,8750.0,{'typology': 'flat'},,
26,108462782,680000.0,0101000020E6100000DCF0BBE9968D0DC08ED02A8E5E324440,58,3.0,"{'price': {'amount': 680000.0, 'currencySuffix': '€'}}",flat,131.0,True,5,1,plaza de la Beata María Ana de Jesús,Madrid,Madrid,Arganzuela,es,Chopera,renew,True,,5191.0,{'typology': 'flat'},,
27,109923486,685000.0,0101000020E6100000456D76FFB3910DC054C72AA567334440,26,2.0,"{'price': {'amount': 685000.0, 'currencySuffix': '€'}}",flat,106.0,True,4,2,calle del Ferrocarril,Madrid,Madrid,Arganzuela,es,Delicias,good,True,,6462.0,{'typology': 'flat'},,
28,110179280,670000.0,0101000020E6100000553CE41C2B870DC0F23680C86C334440,26,1.0,"{'price': {'amount': 670000.0, 'currencySuffix': '€'}}",flat,112.0,False,3,2,calle de Rafael de Riego,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,5982.0,{'typology': 'flat'},,
29,109998074,495000.0,0101000020E6100000AE69392BFDAF0DC07DB9AA4775334440,36,,"{'price': {'amount': 495000.0, 'currencySuffix': '€'}}",flat,75.0,True,3,2,paseo de las Yeserías,Madrid,Madrid,Arganzuela,es,Acacias,good,False,,6600.0,{'typology': 'flat'},,
30,109515786,269000.0,0101000020E6100000B02B1CF79C8A0DC0C182458F29334440,22,,"{'price': {'amount': 269000.0, 'currencySuffix': '€'}}",flat,52.0,False,2,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,5173.0,{'typology': 'flat'},,
31,109644200,880000.0,0101000020E61000009485AFAF75C90DC0A48AE255D6334440,79,2.0,"{'price': {'amount': 880000.0, 'priceDropInfo': {'formerPrice': 899000.0, 'priceDropValue': 19000, 'priceDropPercentage': 2}, 'currencySuffix': '€'}}",flat,169.0,True,5,3,paseo de la Virgen del Puerto,Madrid,Madrid,Arganzuela,es,Imperial,renew,True,,5207.0,{'typology': 'flat'},,
32,110422950,750000.0,0101000020E6100000E78FC4268D9C0DC07D38EDCE7F334440,62,1.0,"{'price': {'amount': 750000.0, 'currencySuffix': '€'}}",flat,101.0,True,3,2,calle de Moratines,Madrid,Madrid,Arganzuela,es,Acacias,good,True,,7426.0,{'typology': 'flat'},,
33,110400921,750000.0,0101000020E6100000C71F56C9119C0DC07A724D81CC334440,36,1.0,"{'price': {'amount': 750000.0, 'currencySuffix': '€'}}",flat,98.0,False,3,2,calle de Moratines,Madrid,Madrid,Arganzuela,es,Acacias,good,True,,7653.0,{'typology': 'flat'},,
34,110340143,830000.0,0101000020E6100000DAF7F24C798E0DC07EAB75E272314440,58,5.0,"{'price': {'amount': 830000.0, 'currencySuffix': '€'}}",penthouse,185.0,True,2,2,calle de Julián Rabanedo,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4486.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
35,110186786,545000.0,0101000020E6100000F329B638199B0DC04BA47E28E2324440,47,2.0,"{'price': {'amount': 545000.0, 'priceDropInfo': {'formerPrice': 576500.0, 'priceDropValue': 31500, 'priceDropPercentage': 5}, 'currencySuffix': '€'}}",flat,98.0,True,2,2,calle Comandante Benítez,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,5561.0,{'typology': 'flat'},,
36,110088502,335000.0,0101000020E6100000DC86ACC9AEBF0DC0F4F34B69A2344440,20,1.0,"{'price': {'amount': 335000.0, 'priceDropInfo': {'formerPrice': 339000.0, 'priceDropValue': 4000, 'priceDropPercentage': 1}, 'currencySuffix': '€'}}",flat,45.0,False,1,1,calle de Linneo,Madrid,Madrid,Arganzuela,es,Imperial,good,True,,7444.0,{'typology': 'flat'},,
37,109180966,660000.0,0101000020E6100000D7DD3CD521C70DC07FB1AD5571344440,61,1.0,"{'price': {'amount': 660000.0, 'currencySuffix': '€'}}",flat,137.0,True,5,2,paseo de la Virgen del Puerto,Madrid,Madrid,Arganzuela,es,Imperial,renew,True,,4818.0,{'typology': 'flat'},,
38,109412857,375000.0,0101000020E61000002E6DDD729A8A0DC0F56F4D70A0334440,32,2.0,"{'price': {'amount': 375000.0, 'currencySuffix': '€'}}",flat,45.0,True,1,1,calle de Rafael de Riego,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,8333.0,{'typology': 'flat'},,
39,108691809,895000.0,0101000020E6100000AD46C03280C10DC0F8CC48731A344440,52,6.0,"{'price': {'amount': 895000.0, 'currencySuffix': '€'}}",penthouse,125.0,True,2,2,calle de Cobos de Segovia,Madrid,Madrid,Arganzuela,es,Imperial,good,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 45000.0, 'isParkingSpaceIncludedInPrice': False}",7160.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
40,110313502,1395000.0,0101000020E6100000DB6F48FEBB890DC09E1E80796D314440,27,,"{'price': {'amount': 1395000.0, 'currencySuffix': '€'}}",chalet,263.0,,4,3,calle de Julián Rabanedo,Madrid,Madrid,Arganzuela,es,Legazpi,good,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5304.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",,
41,109952629,939000.0,0101000020E6100000FB6D991DF38B0DC08A2EB99BF1314440,62,3.0,"{'price': {'amount': 939000.0, 'currencySuffix': '€'}}",flat,140.0,True,3,2,calle del Rodio,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6707.0,{'typology': 'flat'},,
42,109936173,899000.0,0101000020E6100000B32EC95C74BD0DC05628D2FD9C344440,46,3.0,"{'price': {'amount': 899000.0, 'currencySuffix': '€'}}",duplex,145.0,True,3,2,ronda de Segovia,Madrid,Madrid,Arganzuela,es,Imperial,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6200.0,"{'typology': 'flat', 'subTypology': 'duplex'}",,
43,109989067,799000.0,0101000020E6100000A6F8AEF7D18F0DC09EA51AACEE324440,59,7.0,"{'price': {'amount': 799000.0, 'currencySuffix': '€'}}",flat,113.0,True,3,2,calle de Embajadores,Madrid,Madrid,Arganzuela,es,Delicias,good,True,,7071.0,{'typology': 'flat'},,
44,110287966,1395000.0,0101000020E6100000A2A2A0CA1F720DC07E9FBB6E5B324440,93,7.0,"{'price': {'amount': 1395000.0, 'currencySuffix': '€'}}",penthouse,217.0,True,3,2,calle Ariel,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6429.0,"{'typology': 'flat', 'subTypology': 'penthouse'}",,
45,109871362,570000.0,0101000020E6100000C59DC195A29B0DC0ED253218C8324440,44,9.0,"{'price': {'amount': 570000.0, 'currencySuffix': '€'}}",flat,96.0,True,3,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,5938.0,{'typology': 'flat'},,
46,110287051,614520.0,0101000020E6100000BAC2161637990DC0AAF5D95C90334440,44,5.0,"{'price': {'amount': 614520.0, 'currencySuffix': '€'}}",flat,82.0,True,2,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,7494.0,{'typology': 'flat'},,
47,109840733,780000.0,0101000020E6100000FF5657AAB08E0DC02BE8AC05AC324440,58,7.0,"{'price': {'amount': 780000.0, 'priceDropInfo': {'formerPrice': 800000.0, 'priceDropValue': 20000, 'priceDropPercentage': 3}, 'currencySuffix': '€'}}",flat,186.0,True,4,2,plaza de la Beata María Ana de Jesús,Madrid,Madrid,Arganzuela,es,Delicias,renew,True,,4194.0,{'typology': 'flat'},,
48,109620513,935000.0,0101000020E6100000B99A86F24F9A0DC09D685721E5334440,66,1.0,"{'price': {'amount': 935000.0, 'priceDropInfo': {'formerPrice': 980000.0, 'priceDropValue': 45000, 'priceDropPercentage': 5}, 'currencySuffix': '€'}}",flat,140.0,True,4,2,calle de Bernardino Obregón,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,6679.0,{'typology': 'flat'},,
49,110419078,239000.0,0101000020E6100000A82A7E9DE5830DC0960C5B0E4F334440,16,,"{'price': {'amount': 239000.0, 'currencySuffix': '€'}}",flat,35.0,True,1,1,calle de Canarias,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,6829.0,{'typology': 'flat'},,
50,109850734,274000.0,0101000020E6100000C78D113FB5A00DC0E3B08FA916334440,34,4.0,"{'price': {'amount': 274000.0, 'currencySuffix': '€'}}",flat,43.0,False,2,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,Acacias,good,False,,6372.0,{'typology': 'flat'},,
51,109266328,440000.0,0101000020E6100000EA25C632FD920DC0435ABE897C324440,56,4.0,"{'price': {'amount': 440000.0, 'currencySuffix': '€'}}",flat,96.0,False,4,1,calle Divino Vallés,Madrid,Madrid,Arganzuela,es,Chopera,renew,False,,4583.0,{'typology': 'flat'},,
52,109528260,930000.0,0101000020E61000000AE93A9EE07C0DC0BCFC982034314440,63,6.0,"{'price': {'amount': 930000.0, 'currencySuffix': '€'}}",flat,164.0,True,5,3,calle de Puerto Serrano,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,,5671.0,{'typology': 'flat'},,
53,109925970,570000.0,0101000020E61000002BE56B859F9E0DC0C231CB9E04334440,40,9.0,"{'price': {'amount': 570000.0, 'currencySuffix': '€'}}",flat,96.0,True,3,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,5938.0,{'typology': 'flat'},,
54,110153995,590000.0,0101000020E610000029BAE46EC68F0DC038CAB040AA324440,40,6.0,"{'price': {'amount': 590000.0, 'currencySuffix': '€'}}",flat,107.0,True,3,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,renew,True,,5514.0,{'typology': 'flat'},,
55,110063808,730000.0,0101000020E6100000D8953BD807AE0DC09195044DF0324440,44,4.0,"{'price': {'amount': 730000.0, 'currencySuffix': '€'}}",flat,113.0,True,3,2,calle de Arganda,Madrid,Madrid,Arganzuela,es,Acacias,renew,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6460.0,{'typology': 'flat'},,
56,109200586,579000.0,0101000020E6100000C2120F289B920DC068AED3484B334440,9,1.0,"{'price': {'amount': 579000.0, 'currencySuffix': '€'}}",flat,67.0,True,2,2,"calle del Ferrocarril, 23",Madrid,Madrid,Arganzuela,es,Delicias,good,False,,8642.0,{'typology': 'flat'},,
57,109589839,230000.0,0101000020E610000077ED1C14DE8F0DC0C92654CB31334440,8,,"{'price': {'amount': 230000.0, 'currencySuffix': '€'}}",flat,35.0,False,1,1,calle del Ferrocarril,Madrid,Madrid,Arganzuela,es,Delicias,good,False,,6571.0,{'typology': 'flat'},,
58,109959117,690000.0,0101000020E61000000D94CACAE5950DC0C343BD851A334440,19,4.0,"{'price': {'amount': 690000.0, 'currencySuffix': '€'}}",flat,118.0,True,2,2,Barrio Delicias,Madrid,Madrid,Arganzuela,es,Delicias,good,True,,5847.0,{'typology': 'flat'},,
59,110288446,748000.0,0101000020E6100000DB11F351EB820DC0FF53162AA4314440,32,4.0,"{'price': {'amount': 748000.0, 'currencySuffix': '€'}}",flat,106.0,True,2,2,calle del Hierro,Madrid,Madrid,Arganzuela,es,Legazpi,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7057.0,{'typology': 'flat'},,
60,109799732,350000.0,0101000020E6100000A00A6E5ADF860DC06075E44867334440,34,3.0,"{'price': {'amount': 350000.0, 'currencySuffix': '€'}}",flat,55.0,False,2,1,calle de Rafael de Riego,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,renew,True,,6364.0,{'typology': 'flat'},,
61,107993893,318000.0,0101000020E61000004BBE2374E1910DC0211510A49C324440,30,,"{'price': {'amount': 318000.0, 'currencySuffix': '€'}}",flat,65.0,True,3,1,calle de Aldea del Fresno,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,4892.0,{'typology': 'flat'},,
62,108971032,599000.0,0101000020E6100000FED478E926C10DC0B61C9E149C344440,36,6.0,"{'price': {'amount': 599000.0, 'priceDropInfo': {'formerPrice': 629900.0, 'priceDropValue': 30900, 'priceDropPercentage': 5}, 'currencySuffix': '€'}}",flat,141.0,True,3,1,paseo de la Virgen del Puerto,Madrid,Madrid,Arganzuela,es,Imperial,good,True,,4248.0,{'typology': 'flat'},,
63,109966178,346000.0,0101000020E6100000527644CF77A10DC01C9AB2D30F334440,27,,"{'price': {'amount': 346000.0, 'currencySuffix': '€'}}",flat,60.0,False,1,1,calle de Carvajales,Madrid,Madrid,Arganzuela,es,Acacias,good,True,,5767.0,{'typology': 'flat'},,
64,109768390,398000.0,0101000020E61000007D2656A1DC910DC009A7052FFA324440,37,4.0,"{'price': {'amount': 398000.0, 'currencySuffix': '€'}}",flat,59.0,False,3,1,CL CACERES,Madrid,Madrid,Arganzuela,es,Delicias,good,True,,6746.0,{'typology': 'flat'},,
65,109666345,249500.0,0101000020E61000002562A5DD438D0DC036BC6AAF4F334440,33,,"{'price': {'amount': 249500.0, 'currencySuffix': '€'}}",flat,48.0,False,1,1,CL CIUDAD REAL,Madrid,Madrid,Arganzuela,es,Delicias,good,False,,5198.0,{'typology': 'flat'},,
66,110216915,595000.0,0101000020E6100000FDA204FD857E0DC008443E9E4C314440,29,4.0,"{'price': {'amount': 595000.0, 'currencySuffix': '€'}}",flat,106.0,True,2,2,"CL PUERTO DE LA CRUZ VERDE, 40",Madrid,Madrid,Arganzuela,es,Legazpi,good,True,,5613.0,{'typology': 'flat'},,
67,107409371,750000.0,0101000020E61000009635FB4D72910DC0F69672BED8334440,43,1.0,"{'price': {'amount': 750000.0, 'currencySuffix': '€'}}",flat,105.0,True,3,2,ronda de Atocha,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,7143.0,{'typology': 'flat'},,
68,109353389,719900.0,0101000020E6100000037B4CA4347B0DC057AC866984324440,26,1.0,"{'price': {'amount': 719900.0, 'currencySuffix': '€'}}",flat,117.0,True,3,2,"calle de las Nebulosas, 10",Madrid,Madrid,Arganzuela,es,Delicias,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6153.0,{'typology': 'flat'},,
69,110458481,660000.0,0101000020E6100000430477FB07BC0DC0456D76FFB3344440,64,1.0,"{'price': {'amount': 660000.0, 'currencySuffix': '€'}}",flat,128.0,True,3,2,calle de Manzanares,Madrid,Madrid,Arganzuela,es,Imperial,renew,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5156.0,{'typology': 'flat'},,
70,108033967,630000.0,0101000020E6100000F20291EAE0C50DC07DD6EBCCF3344440,47,3.0,"{'price': {'amount': 630000.0, 'currencySuffix': '€'}}",flat,130.0,True,3,2,calle de Manzanares,Madrid,Madrid,Arganzuela,es,Imperial,renew,True,,4846.0,{'typology': 'flat'},,
71,110257140,715000.0,0101000020E6100000A601CD316AA80DC0D729A09ADC324440,73,2.0,"{'price': {'amount': 715000.0, 'currencySuffix': '€'}}",flat,118.0,True,3,2,calle de las Naves,Madrid,Madrid,Arganzuela,es,Acacias,good,True,"{'hasParkingSpace': True, 'parkingSpacePrice': 22000.0, 'isParkingSpaceIncludedInPrice': False}",6059.0,{'typology': 'flat'},,
72,110154289,449900.0,0101000020E6100000E50929E4EFC30DC072B90BDEA1344440,32,1.0,"{'price': {'amount': 449900.0, 'currencySuffix': '€'}}",flat,87.0,False,3,1,calle de Linneo,Madrid,Madrid,Arganzuela,es,Imperial,good,True,,5171.0,{'typology': 'flat'},,
73,109617325,570000.0,0101000020E6100000DAECA3AE10910DC0F05B63867C324440,50,2.0,"{'price': {'amount': 570000.0, 'currencySuffix': '€'}}",flat,93.0,True,3,1,calle de Alonso Carbonell,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,6129.0,{'typology': 'flat'},,
74,109348677,450000.0,0101000020E6100000D5438F73F6990DC0420F10278B324440,26,1.0,"{'price': {'amount': 450000.0, 'currencySuffix': '€'}}",flat,102.0,True,3,2,calle de Jaime el Conquistador,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,4412.0,{'typology': 'flat'},,
75,110156534,710000.0,0101000020E6100000A73FFB9122720DC08A2B1D6272334440,23,6.0,"{'price': {'amount': 710000.0, 'currencySuffix': '€'}}",flat,105.0,True,3,2,calle del Comercio,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6762.0,{'typology': 'flat'},,
76,110435726,345000.0,0101000020E61000006E9E8FD728A00DC0644F4C288E334440,37,2.0,"{'price': {'amount': 345000.0, 'currencySuffix': '€'}}",flat,50.0,False,2,1,calle de las Peñuelas,Madrid,Madrid,Arganzuela,es,Acacias,good,False,,6900.0,{'typology': 'flat'},,
77,110453110,345000.0,0101000020E61000008C4AEA0434A10DC01D0D96A075334440,29,2.0,"{'price': {'amount': 345000.0, 'currencySuffix': '€'}}",flat,50.0,False,2,1,calle de las Peñuelas,Madrid,Madrid,Arganzuela,es,Acacias,good,False,,6900.0,{'typology': 'flat'},,
78,110180549,650000.0,0101000020E6100000E92D7997E6910DC06794D343D9334440,40,4.0,"{'price': {'amount': 650000.0, 'currencySuffix': '€'}}",flat,126.0,True,4,2,calle de Vizcaya,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,good,True,,5159.0,{'typology': 'flat'},,
79,109745590,535000.0,0101000020E61000007AED88F9A8950DC0D6468666E8324440,31,1.0,"{'price': {'amount': 535000.0, 'currencySuffix': '€'}}",flat,82.0,True,3,2,calle del Divino Vallés,Madrid,Madrid,Arganzuela,es,Chopera,good,True,,6524.0,{'typology': 'flat'},,
80,109233351,895000.0,0101000020E6100000DC6DCD0CD1A70DC08AFC9F68C3334440,36,1.0,"{'price': {'amount': 895000.0, 'currencySuffix': '€'}}",flat,131.0,True,4,2,Barrio Acacias,Madrid,Madrid,Arganzuela,es,Acacias,good,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6832.0,{'typology': 'flat'},,
